video_identifier, status
-NLTfujyBKk, Downloaded
-NLHOKYqqq0, Downloaded
-NMSu3Sn_JU, Downloaded
-NHHRhNOEcE, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-NMnw-LqAJE, Downloaded
-NMs4aSNWK8, Downloaded
-NK_Mvn61sM, Downloaded
-NMnXO1JrQg, Downloaded
-NNroQTPDOg, Downloaded
-NNNhb5VgOY, Downloaded
-NMbe5RMZzU, Downloaded
-NN0OqKQUSo, Downloaded
-NMi1y93DWQ, Downloaded
-NQiDrAXeXM, Downloaded
-NNNxeOERaY, Downloaded
-NQU9-SlIZQ, Downloaded
-NQCuUeXWn4, Downloaded
-NPyCUiyH8c, Downloaded
-NTT1dXebb4, Downloaded
-NTTnYJ4J_k, Downloaded
-NRp6QMkfdM, Downloaded
-NRNRutEk40, Downloaded
-NTz_L5PgxQ, Downloaded
-NTVZAZ0xQA, Downloaded
-NURxUITIgI, Downloaded
-NWKE7FOVGY, Downloaded
-NU-x3VjQaI, Downloaded
-NUF_s3hLhE, Downloaded
-NXoI2nNu6I, Downloaded
-NUyQKFDP1k, Downloaded
-NXoI2nNu6I, Downloaded
-NXoI2nNu6I, Downloaded
-NVXTP4X8mk, Downloaded
-NUbtpgQtNY, Downloaded
-NZ8INhEIeY, Downloaded
-NYntCNDohQ, Downloaded
-NX7xWAw76k, Downloaded
-NWQ25YdreM, Downloaded
-NUz84LP90Q, Downloaded
-NYvR9wYuNk, Downloaded
-NX0g4o07qw, Downloaded
-Na3rgIf4yM, Downloaded
-NY1Ec-MEdc, Downloaded
-N_yr6hKjPk, Downloaded
-NaBkUVoOfc, Downloaded
-NbZ_Adxrf8, Downloaded
-NZviQjxcF8, Downloaded
-N_k4EIuMcs, Downloaded
-Nb91doUk70, Downloaded
-NaRX1ukQyo, Downloaded
-Ng5opbmX0o, Downloaded
-NcTwUFakCs, Downloaded
-NcYBIN0FQA, Downloaded
-Nc8VcaZEMQ, Downloaded
-NhRD1EbMqc, Downloaded
-NgLXP47UsE, Downloaded
-NbChwCAeWg, Downloaded
-Ni46_cztSE, Downloaded
-NkFW8h9YDY, Downloaded
-NhFLKKuNa4, Downloaded
-NjoVpRpasI, Downloaded
-NjacKgL650, Downloaded
-NjnrcVA8WU, Downloaded
-NioQY3j1kg, Downloaded
-Nl6ufB92nw, Downloaded
-Njxj40a0OQ, Downloaded
-Nire00E4Fg, Downloaded
-NlBRMxTHzI, Downloaded
-Nie05b0C6c, Downloaded
-NnmBEtd2lc, Downloaded
-NnynSMg5Xg, Downloaded
-NhhfZIqbSc, Downloaded
-NmoLSWXhzg, Downloaded
-NgQFfer0w4, Downloaded
-Noqnajd4Jo, Downloaded
-NnShcjhKJE, Downloaded
-NmTACVcKZ8, Downloaded
-NoPzfWbcG8, Downloaded
-NrlD8wo6yY, Downloaded
-NpbJq1sldk, Downloaded
-NomkUSvxes, Downloaded
-NqPpXchVtM, Downloaded
-Nt5M03Dqq0, Downloaded
-Npm2udxeAE, Downloaded
-NsQx8_xvoY, Downloaded
-Ns1J77GzaU, Downloaded
-NqZhPTz2mw, Downloaded
-NtSvy5h3O0, Downloaded
-NuMNJ9WqVI, Downloaded
-NscF3VHYqI, Downloaded
-Nx8SzhbsXM, Downloaded
-Nti3YS75oE, Downloaded
-NtQdMhhyBs, Downloaded
-NxnEiqH4eY, Downloaded
-NuqfkXgQ4M, Downloaded
-O-24LLX2Dk, Downloaded
-Ny12T5vpec, Downloaded
-O04vwUG4xU, Downloaded
-NwXSkO8sBA, Downloaded
-NzJkvtLxyA, Downloaded
-O2RdJGmEeM, Downloaded
-Nyya_Mb9vs, Downloaded
-O3CzhAZXX8, Downloaded
-Nzefp4uavA, Downloaded
-O1g_K1KuzY, Downloaded
-O0mBf-MsxE, Downloaded
-O4iEuGsahU, Downloaded
-O4eCvUa9L4, Downloaded
-O3i3fWCDF4, Downloaded
-O3yc1TtPe0, Downloaded
-O3D5G8xrok, Downloaded
-O3nQR_EvGQ, Downloaded
-O60ZiHoP24, Downloaded
-OA3_uX2V_8, Downloaded
-O4W3NA5-uA, Downloaded
-O6bFpDyPW8, Downloaded
-O6Zp6ByoEA, Downloaded
-O4Fx2w0FiI, Downloaded
-O6YvQH3pF0, Downloaded
-O6G6JuVXVA, Downloaded
-OAkOIe3Y74, Downloaded
-O8RW7Bf2n0, Downloaded
-OE3QDK1phU, Downloaded
-O86lKfYeIk, Downloaded
-OAOcgwxxxo, Downloaded
-OA4PLGFOOo, Downloaded
-OCUrxo2EY8, Downloaded
-OCOPA2G3no, Downloaded
-OF80U4-L2s, Downloaded
-OLTTrFUVw0, Downloaded
-OLJniOW9GA, Downloaded
-OKWQGh34kw, Downloaded
-OJOdl_5fgM, Downloaded
-OQQW1UOiG4, Downloaded
-OF7-3p-bGU, Downloaded
-OMzLVnZAzM, Downloaded
-ORyWwcPOrE, Downloaded
-ONyEWpW1h0, Downloaded
-ORUA-P1Ssw, Downloaded
-ORYAyk0H0k, Downloaded
-OPiUWKGQsQ, Downloaded
-ORXF2JwxGU, Downloaded
-OSzhjxCHPQ, Downloaded
-OTVGxSgMMI, Downloaded
-OPuI0ngwqI, Downloaded
-ORYjC-0F8I, Downloaded
-OTxZckeSNk, Downloaded
-OXQ0KE8cGg, Downloaded
-OVyUdLh0Qw, Downloaded
-OVPE4pVoO8, Downloaded
-OWI3QTm2X4, Downloaded
-OUzP-zGRpQ, Downloaded
-OZhEPq6UB4, Downloaded
-OUapJudJJk, Downloaded
-OXoaXHN_7I, Downloaded
-OZLpnaG9Jo, Downloaded
-Oa_aFrFxd4, Downloaded
-OaV_EHAb7I, Downloaded
-OYB3SrJ4DQ, Downloaded
-OXiBOQNg0A, Downloaded
-ObF2ZIr1eg, Downloaded
-OVw1usq968, Downloaded
-OchDhZ4WQ0, Downloaded
-OeKsYA6V-o, Downloaded
-OcIvI-VIuk, Downloaded
-OZYs_pcp4c, Downloaded
-OdGiAY4T_8, Downloaded
-OcGg6B-6q4, Downloaded
-OcwIlcSIP8, Downloaded
-Ok5YQLUMOg, Downloaded
-OgD8BJkorg, Downloaded
-OhDQF1gteo, Downloaded
-OlQoUmWtdw, Downloaded
-Op5MAFl5lA, Downloaded
-OgU7UCwxr4, Downloaded
-Of8mAxKJPg, Downloaded
-OfRsTXHxOA, Downloaded
-OmmaEJuqgk, Downloaded
-Ogl8Gs9uwA, Downloaded
-OlmQLuFKKE, Downloaded
-OjYE3Z0vPY, Downloaded
-Olw5bPU_RE, Downloaded
-Or--D8PSWg, Downloaded
-OpOh05PYcw, Downloaded
-OivkJQzbvc, Downloaded
-Or9OtZ2G3c, Downloaded
-OoGOfXlexk, Downloaded
-OrCLGVc8iQ, Downloaded
-OpCe8xgLGo, Downloaded
-OreJhjURmY, Downloaded
-OsNWvBTLxo, Downloaded
-OwsGvItrzg, Downloaded
-OrYJxTgdTI, Downloaded
-Ndh0xXH2Ow, b"ERROR: Unable to download webpage: <urlopen error [Errno 111] Connection refused> (caused by URLError(ConnectionRefusedError(111. 'Connection refused')))\n"
-Oz71niCBVU, Downloaded
-Ox56v_IkDc, Downloaded
-OsIN7kYDe0, Downloaded
-Ot4Z4xsx18, Downloaded
-P2Upqe-alc, Downloaded
-OxIqa_aJo8, Downloaded
-OvJ6k9vi0I, Downloaded
-P0Gu9Uygd0, Downloaded
-P-yHNnMUyo, Downloaded
-P25fJtNZUI, Downloaded
-P32zs455zc, Downloaded
-P3XbKSQoRI, Downloaded
-P3M0Clfqvg, Downloaded
-P6bOV4omtE, Downloaded
-P3Y1iS9ERc, Downloaded
-Oz98vEzVNs, Downloaded
-P4W4DiwLJs, Downloaded
-P7Z6zbTZ_c, Downloaded
-P7s_qXIywA, Downloaded
-P6zjRwSOB0, Downloaded
-PBKJ3Hj2CY, Downloaded
-P6iWfJzxFo, Downloaded
-P6oVaW_u9E, Downloaded
-P6yRT7IW3A, Downloaded
-PAQq44p1JY, Downloaded
-PAKJ24WL20, Downloaded
-PAc_6jyl6A, Downloaded
-P8Hq7Nc_lQ, Downloaded
-P7FJLTqmtw, Downloaded
-PBQJJbr1fI, Downloaded
-PBGvoEFE74, Downloaded
-PBQmN1B70s, Downloaded
-PAu-2UjWdU, Downloaded
-PB0FuE-fdA, Downloaded
-PC0etmDQJU, Downloaded
-PBcrI7pXUM, Downloaded
-PHSdnps9BA, Downloaded
-PCVHF3Kp3M, Downloaded
-PCg8GP1I2E, Downloaded
-PIssR271kw, Downloaded
-PH-LmbbhTs, Downloaded
-PDKioYS1uk, Downloaded
-PBWxQLOvH0, Downloaded
-PFKR-_8ZQQ, Downloaded
-PIDdASWlas, Downloaded
-PJZHqWvhdc, Downloaded
-PLY-Bl2b4o, Downloaded
-PHqTXVyC6o, Downloaded
-PEFG-nRTH4, Downloaded
-PL3Ncuylo0, Downloaded
-PJ4yGryPc4, Downloaded
-PIE6PrQ66s, Downloaded
-PO7yP7kkXM, Downloaded
-PL_D_VzGCA, Downloaded
-PL_ZUxT1C4, Downloaded
-PL_ZUxT1C4, Downloaded
-PMG_RNHaQE, Downloaded
-PQt4MqFtKw, Downloaded
-PS9kNk42Xo, Downloaded
-PNwm6Jworg, Downloaded
-POFas4iSsM, Downloaded
-PMe2eGKBSY, Downloaded
-PYh0YmevLA, Downloaded
-PX-Mp-1Soo, Downloaded
-POS_K0myDw, Downloaded
-PWlB2NI3I4, Downloaded
-PaWOpaF5zg, Downloaded
-PTCaHBZ1X4, Downloaded
-PQTwyrxtP4, Downloaded
-P_R0nozVuU, Downloaded
-P_8VwVXwVk, Downloaded
-PbHg505GzE, Downloaded
-PXHUmynekY, Downloaded
-PaGzrsfEWA, Downloaded
-P_5dJDAKf4, Downloaded
-Paa0R0tQ1w, Downloaded
-PSUqYDJ_6Q, Downloaded
-PdaQBx2x8U, Downloaded
-Pahur9LW2M, Downloaded
-PUu9oQRHCs, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-Pc62CZZMlI, Downloaded
-PdnFBwFedA, Downloaded
-Peiv5Pr5NM, Downloaded
-PekXzZcabk, Downloaded
-PcLK5fwk6g, Downloaded
-Pp6re9Pyig, Downloaded
-PirNk1vKkY, Downloaded
-PgjjBi_gqM, Downloaded
-PkkzwfvlrE, Downloaded
-Pgy40OmDn8, Downloaded
-PjijQLuv2E, Downloaded
-PlgLnJOhnA, Downloaded
-PixvQPK9ns, Downloaded
-Pj4gcDWdUs, Downloaded
-Po57YmaW3w, Downloaded
-PhRr1JjN1E, Downloaded
-PotbeHo9Ko, Downloaded
-PcSF-cutCc, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-PpuDhbMdoY, Downloaded
-PnHQJcayyQ, Downloaded
-Ps0gFe_XrY, Downloaded
-Pcje1X6lpk, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the uploader has closed their YouTube account.\nSorry about that.\n'
-Ps7gwa7So4, Downloaded
-Ps3PSV5Cps, Downloaded
-Pr6rgEdgFw, Downloaded
-PuoHDrdsSM, Downloaded
-PswvxAsITo, Downloaded
-PqviW91mY0, Downloaded
-PuTD6uPGdU, Downloaded
-PusBuQ_7vg, Downloaded
-Ptrh9RtQRs, Downloaded
-PtOPJR7Nao, Downloaded
-PtzqA5FP34, Downloaded
-Pv_w8QUcYk, Downloaded
-PwKS0cBq-Y, Downloaded
-PzQ4jj814o, Downloaded
-PuOVy-lgX4, Downloaded
-PwFbdVjJDU, Downloaded
-Py356M6sPI, Downloaded
-Q0NTpONfjU, Downloaded
-PvOT60t-F4, Downloaded
-PztzJ5vBvQ, Downloaded
-PtXmLwh-kk, Downloaded
-Q2SDb3Vpq8, Downloaded
-Q2OO6q6-iM, Downloaded
-Pyjgolke8c, Downloaded
-Q3PbbgtsYg, Downloaded
-PxRByksLVk, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available due to a copyright claim by Melissa Bender Fitness.\nSorry about that.\n'
-PzibYEmKZQ, Downloaded
-Q1jpmYkBfg, Downloaded
-Q78VJXH1ls, Downloaded
-Q83wlepp48, Downloaded
-Q8RPRMecZ8, Downloaded
-QAJHrfU92Y, Downloaded
-Q9J8Pc6a2o, Downloaded
-Q9WotFs1MI, Downloaded
-Q8pn_086zo, Downloaded
-Q2llConk9g, Downloaded
-Q5qc7aDMQI, Downloaded
-QAcORW25Ec, Downloaded
-Q8eF2vIooQ, Downloaded
-Q7M8njFYnc, Downloaded
-QCk1KDf_Ls, Downloaded
-QBwKz6Qu9w, Downloaded
-QEGWdqHq9s, Downloaded
-QBYF6Gsfic, Downloaded
-QAvfyZOc-c, Downloaded
-QFr0bEZ61k, Downloaded
-QBNDzjERuI, Downloaded
-Q556CWYeHE, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-QH9LWNW1lc, Downloaded
-QFgr_vuykY, Downloaded
-QI3qOJ-wFw, Downloaded
-QIWWqE8Xxc, Downloaded
-QKXzhMI490, Downloaded
-QFrYnizm74, Downloaded
-QJGnhkNZ9w, Downloaded
-QIB4pgBNuA, Downloaded
-QGRVdWSeKw, Downloaded
-QNBHxDg8ns, Downloaded
-QKiwyScFR4, Downloaded
-QLW5_pEE48, Downloaded
-QJk7jA9s4Q, Downloaded
-QKOeEPeNa8, Downloaded
-QNKrKdb1qA, Downloaded
-QRTjab0UzA, Downloaded
-QRY9rDrJf0, Downloaded
-QLgWy2qB_E, Downloaded
-QSkftd0lc0, Downloaded
-QNrLvpbv8E, Downloaded
-QNzNAKxEzg, Downloaded
-QTbCH2oOKc, Downloaded
-QOyD0xZVns, Downloaded
-QTcaQkCI5s, Downloaded
-QNC8mb-fIA, Downloaded
-QUgJu_OtOw, Downloaded
-QUgJu_OtOw, Downloaded
-QUrEqvF2Jg, Downloaded
-QVqh513RxQ, Downloaded
-QRhdADdd9A, Downloaded
-QXShndnLtw, Downloaded
-QWGHVj4U0k, Downloaded
-QdQmCjtGiI, Downloaded
-QZr0_lfGfY, Downloaded
-Q_SIfxdxR4, Downloaded
-Q_W1ODjRUM, Downloaded
-Qa30gmIA3E, Downloaded
-Qcge8OnRgQ, Downloaded
-QXr-wBCrRs, Downloaded
-QYKQnySHdo, Downloaded
-Qc1tOylcjc, Downloaded
-QeAC5lQByI, Downloaded
-Qc3fWKTszo, Downloaded
-QfOEoMWe5c, Downloaded
-QcSkIaJC-s, Downloaded
-QezE7gfzY4, Downloaded
-QfjVxmpwIs, Downloaded
-QdSaX-smpk, Downloaded
-Qd8HDqPB8A, Downloaded
-QfN6xAteC4, Downloaded
-Qcle1SI8_c, Downloaded
-QeRVKnI21U, Downloaded
-QgKmGSySDk, Downloaded
-QgtDg1rtGk, Downloaded
-QfnJM36hio, Downloaded
-QgbNQ1RMNU, Downloaded
-Qgiu3aFOJU, Downloaded
-QgnoduDx7M, Downloaded
-QjxjN_3Nvw, Downloaded
-Qkvy5h7Unk, Downloaded
-QmoVoo4E78, Downloaded
-Qh18sFtZD8, Downloaded
-QnMS5UVb_M, Downloaded
-QhAOzvcAKU, Downloaded
-QjAyuhLDZg, Downloaded
-Qm41mZGZS4, Downloaded
-QlSUFX-xok, Downloaded
-Qn7SYhaWjo, Downloaded
-Qotnot6I64, Downloaded
-Qpq0rv4xqs, Downloaded
-Qhiiw9yJvc, Downloaded
-QoffNuV_H0, Downloaded
-QoU0f9GRLs, Downloaded
-QrBJOBkyOc, Downloaded
-Qmp4qHik4I, Downloaded
-Qq10QqHbz0, Downloaded
-Qq8DBwf6oo, Downloaded
-QspPN2hnRQ, Downloaded
-Qt5QslqYYg, Downloaded
-Qr58HymVsE, Downloaded
-Qq3-TvG2uQ, Downloaded
-QpBI9MZzo4, Downloaded
-QqZCwEJ7g4, Downloaded
-QtZM87Dm0U, Downloaded
-QstKgRFsJY, Downloaded
-QuSYXee6Pc, Downloaded
-QuR1fNNHW4, Downloaded
-Qw3h2_T4Wg, Downloaded
-Quv7wR8trs, Downloaded
-QwTDE-fQqk, Downloaded
-QzyORJSsag, Downloaded
-Qz-PkmYt-c, Downloaded
-R5E3-cmrq8, Downloaded
-R2uB75NL2M, Downloaded
-R4jNXZVSoM, Downloaded
-R58YY_vNHc, Downloaded
-R5JcpeGEDE, Downloaded
-Qz25rXdMjE, Downloaded
-R2QHnAQP9s, Downloaded
-Qw4kMRwH8s, Downloaded
-R5LWN8NUws, Downloaded
-R4DghUe0Lc, Downloaded
-R5bm4G2SpQ, Downloaded
-R7HTE7xJbE, Downloaded
-R2Qh1Fjg3s, Downloaded
-R537d1kvkQ, Downloaded
-Qzs6sCMBZE, Downloaded
-R4MBFQrFMw, Downloaded
-R8VmNs5u3U, Downloaded
-R6RzisXngs, Downloaded
-R9SHHPG_rs, Downloaded
-RD_KhGF2pc, Downloaded
-R8Jq4jS-JU, Downloaded
-R8P5YIoDC0, Downloaded
-RBep4uTWD4, Downloaded
-R96mIiVupg, Downloaded
-RG6SvbKKk4, Downloaded
-R9RDOtqPl8, Downloaded
-RAEznz-Ryk, Downloaded
-R9Hn7uKzuU, Downloaded
-R8WY2w1dhc, Downloaded
-REB2eH3ssM, Downloaded
-R9ahRkfDLo, Downloaded
-REHiCyIiuw, Downloaded
-RFE2ooHlgM, Downloaded
-RGkkdOgGoo, Downloaded
-RDwwZT1jWo, Downloaded
-RIN0U3eIxk, Downloaded
-RGQRhKX7SI, Downloaded
-RKHrh7jhNM, Downloaded
-RGf19T840o, Downloaded
-RI_Y9D9ISo, Downloaded
-RJjabrlrjU, Downloaded
-RLhbQpFa1s, Downloaded
-RKMEMEBYQU, Downloaded
-RL4cP38DpU, Downloaded
-RSJUEuvvEU, Downloaded
-RJRT1B-YQQ, Downloaded
-RM8Lvfz63w, Downloaded
-RIjn5ptDRQ, Downloaded
-RQWmZKuXkI, Downloaded
-RM_diE2wrQ, Downloaded
-ROI2MGp4ts, Downloaded
-RMUkPGOk2A, Downloaded
-RR1F6hMGVw, Downloaded
-RW9M6NXMHs, Downloaded
-RNK2UiHf4Y, Downloaded
-RU7uGk4xPA, Downloaded
-RP8pbG-JpI, Downloaded
-RUWR_lIDxc, Downloaded
-RPG4XTxvOs, Downloaded
-RJiqilN2Ic, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-RRtSAgGApc, Downloaded
-RURknXsUOA, Downloaded
-RWZhpmRW5E, Downloaded
-RZLc-cSdng, Downloaded
-RUeoZa7bgE, Downloaded
-RZi4AW5c6Y, Downloaded
-RYN1taXjgY, Downloaded
-RZIISLacGw, Downloaded
-Rb4JyBZ04Q, Downloaded
-RZ9mL8wnJc, Downloaded
-RcAM4E8bYM, Downloaded
-R_pzMQ_4Dk, Downloaded
-RaSdJaGdYA, Downloaded
-Raf2iU4T7c, Downloaded
-RZr9I_Z8rE, Downloaded
-RdPsVc6psA, Downloaded
-RdJnx-yQwI, Downloaded
-R_DTTUTFEM, Downloaded
-Rc9FD8sX5Q, Downloaded
-RdDt07YY34, Downloaded
-Rdnp3SC_Io, Downloaded
-ReIa_aICDI, Downloaded
-RdREpFcycY, Downloaded
-RdkSMHIvAM, Downloaded
-RcKxV324uQ, Downloaded
-RfExGxPfSk, Downloaded
-RdIu3WnZfk, Downloaded
-RfnVqcV-j8, Downloaded
-RgW-99S4UA, Downloaded
-Rg9ERF1-4s, Downloaded
-RfqR9pu4xY, Downloaded
-Rky7GPTdk4, Downloaded
-RZu0saT-50, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is unavailable.\nSorry about that.\n'
-RpdazXaujs, Downloaded
-RiF7EIj9eI, Downloaded
-Rj6crW1lRw, Downloaded
-Rp2KktONmc, Downloaded
-Rk6XVji9V8, Downloaded
-Rpdgk9keZU, Downloaded
-RnwS8FlLEE, Downloaded
-RnL4aJODLA, Downloaded
-RhNquKdM0M, Downloaded
-Rjke-PBQSM, Downloaded
-ReLKbU_Xa8, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-RsAhge6qa0, Downloaded
-RnFoMT98A4, Downloaded
-Rnj7WcmX8Q, Downloaded
-Rpiz9iFldk, Downloaded
-RstutWRo0U, Downloaded
-RpAe8io4mU, Downloaded
-RrG1Tj3rWw, Downloaded
-Rt21u6uvPo, Downloaded
-RsqMpgFm-I, Downloaded
-Rra7Yzf8Yo, Downloaded
-Rws6xGjZwo, Downloaded
-Rt9zX1rZFU, Downloaded
-Rx6Uish7Sg, Downloaded
-RtyF_Vqld0, Downloaded
-RyVvPFRAm4, Downloaded
-RxRhdqB8XQ, Downloaded
-RugFi1PGJI, Downloaded
-RvbvRbhpgk, Downloaded
-S0RHDUHnIA, Downloaded
-S0qGtor348, Downloaded
-S4d54Jv124, Downloaded
-S2PHjl0R1E, Downloaded
-RyZK8kcaNs, Downloaded
-S1QIxO-t1o, Downloaded
-S0vQwQVWRA, Downloaded
-S1PfS7SVeI, Downloaded
-S2ZFXIX-FQ, Downloaded
-S-krOZhvQs, Downloaded
-S4jWwhMpwY, Downloaded
-S5k_kb2ZFg, Downloaded
-S28S-C3X9g, Downloaded
-S5lgM4ZiYM, Downloaded
-S5q7b5fBPs, Downloaded
-S5a1SjypKo, Downloaded
-S2NO5XHw-8, Downloaded
-S5SabWEXDw, Downloaded
-S9SFv5XzEA, Downloaded
-S7s8fqYspc, Downloaded
-S7fL3iwekg, Downloaded
-S5nnD7wz5w, Downloaded
-S6_ei3eUM0, Downloaded
-SDy1wLQ6CQ, Downloaded
-SKEHtP4qUw, Downloaded
-SDZmYnjOC4, Downloaded
-SAni7TQ7Eg, Downloaded
-SGIHKEgfOk, Downloaded
-SCfrLezLZo, Downloaded
-SFKILhN6sw, Downloaded
-SC5wmsoX60, Downloaded
-SFnrG0O-2E, Downloaded
-SE4pZDHDuQ, Downloaded
-SIlsnRW0LI, Downloaded
-SDxxJqYS_0, Downloaded
-SKy-DkVjYo, Downloaded
-SGuKNZrt-o, Downloaded
-SKobdEBVG4, Downloaded
-SOiww33KU8, Downloaded
-SQEV27ysnA, Downloaded
-ST43MBGm5E, Downloaded
-SP8bhSFGPM, Downloaded
-SUchzC0pBQ, Downloaded
-SMyQUm1T4Y, Downloaded
-SLBwFxQO2c, Downloaded
-SSyOil1BX0, Downloaded
-SWFnl5p1Xc, Downloaded
-SPSjyPKalY, Downloaded
-SWLyUn-o0s, Downloaded
-STFD_NrXWM, Downloaded
-SWG69JZ_vk, Downloaded
-SbtmjSh5wc, Downloaded
-SWXSeEFHmE, Downloaded
-SZa44x1FZM, Downloaded
-Sakghltwyc, Downloaded
-SWRpFD0bW0, Downloaded
-SarUvNzW1I, Downloaded
-SZsEJnNrAM, Downloaded
-SXRztFVPl4, Downloaded
-Sd-j0rKeKw, Downloaded
-ScKjQXB7UY, Downloaded
-SdZ6USVLi4, Downloaded
-SavKy2kvgU, Downloaded
-SeURs__pCc, Downloaded
-Scktc0iSdM, Downloaded
-Scbeg0zXew, Downloaded
-Sc5LrF0pzY, Downloaded
-SdDBGXUr44, Downloaded
-SdDnes4z74, Downloaded
-SePzH6Yefc, Downloaded
-SebAPowuJI, Downloaded
-SfAPNOB3aU, Downloaded
-ShA9Zpdty0, Downloaded
-Si5SfAGWek, Downloaded
-Sgc7sXXhZE, Downloaded
-SfEKqENoBk, Downloaded
-SmfJbcO8WI, Downloaded
-SgVcMmFBLE, Downloaded
-SkyKUDRffM, Downloaded
-SmMu6N0BsE, Downloaded
-SmmLNwJPpg, Downloaded
-Sng8oyn6nU, Downloaded
-SleWRZmA1w, Downloaded
-SqXDd4XIJM, Downloaded
-SoYoWZv2dk, Downloaded
-Ss-cEWk2JI, Downloaded
-SnWpAzrV74, Downloaded
-StafQ1HkWY, Downloaded
-Smcm2tCgIc, Downloaded
-SoQhbu3QAQ, Downloaded
-SqWVUtXdkk, Downloaded
-SsRQe7_4ao, Downloaded
-Sy-pdG2aWo, Downloaded
-SyK22ea2ms, Downloaded
-StkXQLnF98, Downloaded
-SzSOU6ot6g, Downloaded
-Sv61iqkWRQ, Downloaded
-T21KsKBNJQ, Downloaded
-Sw9xGrse5Y, Downloaded
-SygWyDFFXQ, Downloaded
-T2onJjqWUo, Downloaded
-Sw56gTpqS0, Downloaded
-SzifneBw90, Downloaded
-SvoZu_9_nU, Downloaded
-T3QfWqWnmA, Downloaded
-T3G8wsjXEY, Downloaded
-T2Yqg6sO0U, Downloaded
-T2V_zRoSi4, Downloaded
-T1JSe4RtzM, Downloaded
-T3WCvdIGGA, Downloaded
-T9sKB7WtxU, Downloaded
-T65GQyy7pY, Downloaded
-TFNjT1MXSc, Downloaded
-T2fcLjvkMs, Downloaded
-T4polcQ7OA, Downloaded
-T3NMzUhagA, Downloaded
-T5t3u6xYK4, Downloaded
-TB-UFW3T7c, Downloaded
-T66w9mdZmc, Downloaded
-TAINJnhrvU, Downloaded
-TAr0OegNok, Downloaded
-TBUqNf2a9g, Downloaded
-TFb1lrRzcg, Downloaded
-TJ5RM7Lm04, Downloaded
-TBbRrbxMsA, Downloaded
-TItaGQ4GXA, Downloaded
-TJIN2QyXFY, Downloaded
-TGgvNhCuXg, Downloaded
-TEOy1zxMtc, Downloaded
-TJM6ngoJKg, Downloaded
-TIw2UxvdAE, Downloaded
-TJSxFWnx3I, Downloaded
-TJSWRGkR7k, Downloaded
-TJ-50o6b_A, Downloaded
-TJTWgFnjJY, Downloaded
-TJW8b3nwdU, Downloaded
-TJiIMf50tE, Downloaded
-TKBCaIKr18, Downloaded
-TJHwkpAlls, Downloaded
-TLPO8CFE8A, Downloaded
-TJxFWZJBH4, Downloaded
-TKTG8_YieA, Downloaded
-TMNOCKit8c, Downloaded
-TPa749cvQo, Downloaded
-TL7z_uCTNs, Downloaded
-TOkUXG1olU, Downloaded
-TNsU_SP-7c, Downloaded
-TNUHZx_b5I, Downloaded
-TP6LtP3F1E, Downloaded
-TQSa3cXYGc, Downloaded
-TNq8isF8Rc, Downloaded
